session_id,date,productSKU,category,channel,device,revenue
30199,2017-01-11,GGOE00109,Bags,Referral,desktop,94.18
30243,2016-12-21,GGOE00090,Drinkware,Direct,desktop,5.95
30441,2016-12-07,GGOE00357,Nest,Organic Search,desktop,115.47
30442,2016-12-08,GGOE00088,Drinkware,Organic Search,desktop,15.27
30520,2016-12-27,GGOE00167,Office,Paid Search,desktop,8.36
30590,2016-12-24,GGOE00028,Apparel,Referral,desktop,42.2
30753,2016-12-01,GGOE00236,Electronics Accessories,Direct,desktop,26.68
30765,2016-12-29,GGOE00003,Apparel,Organic Search,desktop,22.81
30813,2016-12-21,GGOE00286,Headgear,Organic Search,desktop,32.21
31025,2017-01-04,GGOE00119,Bags,Direct,desktop,11.57
31103,2017-01-01,GGOE00309,Headgear,Organic Search,desktop,22.8
31337,2017-01-15,GGOE00361,Nest,Direct,desktop,206.13
31386,2016-11-21,GGOE00141,Bags,Organic Search,desktop,56.93
31490,2016-11-14,GGOE00031,Apparel,Paid Search,desktop,23.88
31638,2016-11-05,GGOE00075,Drinkware,Referral,desktop,26.13
31646,2017-01-01,GGOE00196,Lifestyle,Paid Search,desktop,84.94
31893,2017-01-01,GGOE00169,Office,Paid Search,desktop,12.18
31942,2016-12-31,GGOE00258,Electronics Accessories,Direct,desktop,6.26
32001,2016-11-03,GGOE00034,Apparel,Organic Search,desktop,45.22
32051,2016-12-06,GGOE00057,Drinkware,Direct,desktop,14.49
32055,2016-11-27,GGOE00156,Office,Organic Search,desktop,10.56
32110,2017-01-26,GGOE00360,Nest,Referral,desktop,178.04
32174,2017-01-25,GGOE00249,Electronics Accessories,Organic Search,mobile,25.66
32340,2016-12-18,GGOE00176,Office,Organic Search,mobile,20.57
32461,2016-11-18,GGOE00299,Headgear,Organic Search,desktop,28.51
32480,2017-01-05,GGOE00187,Lifestyle,Organic Search,desktop,28.38
32524,2016-11-27,GGOE00200,Lifestyle,Direct,desktop,58.08
32575,2016-11-18,GGOE00252,Electronics Accessories,Paid Search,desktop,16.85
32669,2017-01-10,GGOE00041,Apparel,Display,desktop,54.26
32670,2017-01-25,GGOE00360,Nest,Referral,desktop,178.04
32701,2016-11-09,GGOE00165,Office,Direct,desktop,15.27
32717,2016-11-20,GGOE00164,Office,Referral,desktop,12.5
32723,2016-11-09,GGOE00173,Office,Organic Search,tablet,2.48
32747,2016-12-08,GGOE00118,Bags,Referral,desktop,99.68
32785,2016-11-15,GGOE00359,Nest,Organic Search,desktop,119.74
32858,2016-12-17,GGOE00033,Apparel,Direct,desktop,21.24
32884,2017-01-29,GGOE00084,Drinkware,Social,desktop,27.1
32894,2017-01-25,GGOE00015,Apparel,Organic Search,desktop,38.57
32898,2016-12-27,GGOE00278,Electronics Accessories,Direct,desktop,31.32
32923,2016-11-05,GGOE00093,Drinkware,Referral,desktop,18.69
32941,2016-12-02,GGOE00117,Bags,Direct,desktop,56.08
32971,2016-12-29,GGOE00218,Lifestyle,Direct,desktop,80.37
33188,2016-12-22,GGOE00244,Electronics Accessories,Direct,desktop,8.62
33197,2016-11-21,GGOE00040,Apparel,Organic Search,desktop,24.84
33379,2017-01-19,GGOE00159,Office,Organic Search,desktop,6.11
33434,2016-11-06,GGOE00234,Electronics Accessories,Organic Search,tablet,30.33
33462,2016-12-11,GGOE00295,Headgear,Direct,desktop,28.98
33503,2016-11-10,GGOE00330,Headgear,Organic Search,desktop,13.15
33595,2016-11-02,GGOE00321,Headgear,Direct,desktop,32.86
33669,2016-11-13,GGOE00178,Office,Organic Search,desktop,3.72
33683,2017-01-01,GGOE00131,Bags,Direct,desktop,47.41
33898,2016-12-09,GGOE00053,Apparel,Organic Search,tablet,30.61
34014,2016-12-02,GGOE00356,Nest,Direct,desktop,216.47
34081,2017-01-31,GGOE00361,Nest,Social,desktop,206.13
34135,2016-12-21,GGOE00067,Drinkware,Direct,desktop,7.42
34139,2017-01-23,GGOE00245,Electronics Accessories,Direct,desktop,30.82
34144,2016-12-29,GGOE00015,Apparel,Referral,desktop,38.57
34334,2016-12-02,GGOE00244,Electronics Accessories,Referral,desktop,8.62
34527,2017-01-13,GGOE00287,Headgear,Organic Search,tablet,11.4
34624,2016-12-22,GGOE00169,Office,Direct,desktop,12.18
34736,2016-12-06,GGOE00165,Office,Organic Search,desktop,15.27
34777,2016-11-10,GGOE00292,Headgear,Organic Search,desktop,34.91
34914,2016-11-30,GGOE00097,Bags,Direct,desktop,13.34
35130,2016-11-14,GGOE00241,Electronics Accessories,Organic Search,desktop,30.6
35164,2016-12-07,GGOE00312,Headgear,Direct,desktop,30.43
35169,2017-01-06,GGOE00047,Apparel,Organic Search,desktop,37.97
35211,2017-01-25,GGOE00130,Bags,Referral,desktop,73.07
35283,2017-01-24,GGOE00004,Apparel,Referral,tablet,26.41
35490,2017-01-29,GGOE00347,Nest,Direct,desktop,105.79
35569,2017-01-15,GGOE00271,Electronics Accessories,Direct,desktop,40.12
35627,2017-01-04,GGOE00070,Drinkware,Direct,desktop,21.79
35762,2017-01-21,GGOE00281,Electronics Accessories,Direct,desktop,24.79
35763,2016-11-20,GGOE00123,Bags,Referral,desktop,89.84
35854,2016-11-28,GGOE00168,Office,Organic Search,mobile,24.07
36055,2017-01-25,GGOE00246,Electronics Accessories,Direct,desktop,37.88
36077,2016-12-23,GGOE00226,Lifestyle,Organic Search,mobile,75.56
36086,2016-12-17,GGOE00354,Nest,Paid Search,desktop,170.06
36089,2017-01-25,GGOE00072,Drinkware,Paid Search,desktop,26.85
36226,2016-11-14,GGOE00095,Drinkware,Organic Search,tablet,23.78
36334,2016-12-29,GGOE00200,Lifestyle,Social,desktop,58.08
36388,2017-01-16,GGOE00028,Apparel,Display,desktop,42.2
36435,2016-11-26,GGOE00260,Electronics Accessories,Direct,desktop,8.51
36493,2016-11-24,GGOE00045,Apparel,Referral,desktop,47.61
36526,2016-12-21,GGOE00142,Bags,Organic Search,desktop,106.6
36585,2016-11-24,GGOE00250,Electronics Accessories,Direct,desktop,12.03
36753,2017-01-31,GGOE00219,Lifestyle,Direct,desktop,24.18
36765,2016-11-27,GGOE00114,Bags,Referral,desktop,92.83
36854,2016-11-30,GGOE00243,Electronics Accessories,Social,desktop,18.98
36910,2016-11-22,GGOE00209,Lifestyle,Organic Search,desktop,34.08
36986,2016-12-14,GGOE00252,Electronics Accessories,Referral,desktop,16.85
36990,2017-01-20,GGOE00087,Drinkware,Direct,desktop,14.41
36992,2016-11-02,GGOE00260,Electronics Accessories,Direct,desktop,8.51
37056,2016-11-09,GGOE00277,Electronics Accessories,Paid Search,desktop,37.68
37076,2016-11-15,GGOE00302,Headgear,Organic Search,desktop,20.01
37104,2017-01-21,GGOE00328,Headgear,Direct,desktop,20.05
37110,2016-12-04,GGOE00043,Apparel,Referral,desktop,52.66
37166,2017-01-02,GGOE00168,Office,Organic Search,desktop,24.07
37181,2016-11-25,GGOE00226,Lifestyle,Organic Search,desktop,75.56
37245,2017-01-06,GGOE00159,Office,Paid Search,desktop,6.11
37252,2016-12-05,GGOE00344,Nest,Direct,tablet,278.08
37262,2016-12-06,GGOE00094,Drinkware,Direct,desktop,13.05
37266,2017-01-22,GGOE00224,Lifestyle,Referral,desktop,62.22
37372,2016-11-22,GGOE00115,Bags,Organic Search,desktop,99.16
37377,2016-11-25,GGOE00154,Office,Direct,tablet,24.32
37386,2016-12-06,GGOE00070,Drinkware,Direct,mobile,21.79
37406,2017-01-29,GGOE00314,Headgear,Referral,desktop,18.46
37575,2016-11-05,GGOE00271,Electronics Accessories,Organic Search,desktop,40.12
37598,2016-11-25,GGOE00345,Nest,Affiliates,desktop,110.64
37648,2016-11-03,GGOE00272,Electronics Accessories,Organic Search,desktop,18.77
38097,2017-01-20,GGOE00336,Nest,Referral,desktop,57.14
38146,2017-01-21,GGOE00003,Apparel,Organic Search,desktop,22.81
38157,2016-11-21,GGOE00314,Headgear,Referral,desktop,18.46
38192,2016-12-20,GGOE00212,Lifestyle,Organic Search,desktop,73.39
38239,2016-11-01,GGOE00224,Lifestyle,Referral,desktop,62.22
38475,2017-01-03,GGOE00208,Lifestyle,Social,desktop,35.77
38616,2016-11-27,GGOE00112,Bags,Direct,desktop,112.68
38658,2017-01-14,GGOE00181,Lifestyle,Direct,desktop,50.91
38680,2017-01-06,GGOE00019,Apparel,Organic Search,desktop,59.47
38715,2016-12-29,GGOE00309,Headgear,Organic Search,desktop,22.8
38722,2016-12-07,GGOE00060,Drinkware,Organic Search,desktop,20.13
38739,2016-11-13,GGOE00068,Drinkware,Social,desktop,29.2
38869,2016-11-28,GGOE00282,Electronics Accessories,Referral,desktop,34.81
38870,2017-01-02,GGOE00133,Bags,Organic Search,desktop,114.72
38880,2016-12-06,GGOE00283,Headgear,Direct,desktop,15.19
39133,2016-12-06,GGOE00234,Electronics Accessories,Direct,desktop,30.33
39173,2016-12-14,GGOE00111,Bags,Organic Search,desktop,26.62
39441,2017-01-01,GGOE00270,Electronics Accessories,Direct,desktop,21.26
39496,2016-12-15,GGOE00127,Bags,Paid Search,desktop,29.73
39559,2016-11-18,GGOE00277,Electronics Accessories,Referral,desktop,37.68
39591,2017-01-19,GGOE00004,Apparel,Paid Search,desktop,26.41
39669,2016-11-22,GGOE00075,Drinkware,Organic Search,desktop,26.13
39732,2017-01-09,GGOE00019,Apparel,Paid Search,mobile,59.47
39800,2017-01-16,GGOE00132,Bags,Direct,desktop,39.87
39809,2017-01-18,GGOE00341,Nest,Affiliates,desktop,63.19
39825,2017-01-04,GGOE00161,Office,Referral,mobile,21.16
39829,2016-12-14,GGOE00110,Bags,Direct,desktop,110.01
40003,2016-12-08,GGOE00008,Apparel,Referral,desktop,50.26
40089,2017-01-31,GGOE00097,Bags,Referral,desktop,13.34
40095,2016-12-01,GGOE00237,Electronics Accessories,Organic Search,desktop,42.68
40258,2016-12-15,GGOE00014,Apparel,Referral,desktop,36.22
40430,2016-11-10,GGOE00344,Nest,Referral,desktop,278.08
40636,2016-12-31,GGOE00299,Headgear,Organic Search,desktop,28.51
40671,2016-12-11,GGOE00043,Apparel,Organic Search,desktop,52.66
40815,2017-01-17,GGOE00136,Bags,Organic Search,desktop,66.71
40930,2017-01-19,GGOE00125,Bags,Direct,desktop,31.84
40932,2017-01-14,GGOE00274,Electronics Accessories,Referral,desktop,7.07
41041,2016-11-02,GGOE00223,Lifestyle,Direct,desktop,15.89
41183,2017-01-11,GGOE00116,Bags,Organic Search,desktop,25.04
41229,2017-01-25,GGOE00230,Lifestyle,Display,desktop,79.12
41244,2016-11-17,GGOE00199,Lifestyle,Referral,desktop,61.96
41245,2016-11-16,GGOE00222,Lifestyle,Organic Search,desktop,57.97
41269,2017-01-01,GGOE00313,Headgear,Direct,desktop,32.83
41320,2017-01-31,GGOE00070,Drinkware,Direct,desktop,21.79
41331,2016-11-21,GGOE00028,Apparel,Referral,desktop,42.2
41345,2016-12-02,GGOE00281,Electronics Accessories,Organic Search,desktop,24.79
41375,2016-11-09,GGOE00191,Lifestyle,Organic Search,desktop,56.41
41397,2016-12-04,GGOE00055,Drinkware,Referral,tablet,8.75
41456,2016-12-06,GGOE00146,Office,Paid Search,desktop,11.32
41464,2016-12-19,GGOE00280,Electronics Accessories,Organic Search,desktop,5.7
41527,2017-01-19,GGOE00077,Drinkware,Direct,desktop,27.6
41557,2016-12-05,GGOE00313,Headgear,Direct,desktop,32.83
41559,2016-12-29,GGOE00061,Drinkware,Referral,desktop,20.95
41753,2016-11-06,GGOE00034,Apparel,Referral,desktop,45.22
41799,2016-12-12,GGOE00255,Electronics Accessories,Direct,desktop,34.61
41850,2016-12-12,GGOE00063,Drinkware,Organic Search,desktop,8.77
41926,2017-01-30,GGOE00195,Lifestyle,Organic Search,mobile,33.47
41970,2016-11-17,GGOE00066,Drinkware,Referral,desktop,15.06
42065,2017-01-28,GGOE00137,Bags,Referral,desktop,67.33
42068,2017-01-14,GGOE00195,Lifestyle,Referral,desktop,33.47
42128,2016-12-19,GGOE00214,Lifestyle,Direct,desktop,78.75
42184,2017-01-27,GGOE00307,Headgear,Organic Search,desktop,22.64
42415,2016-11-25,GGOE00186,Lifestyle,Organic Search,desktop,28.73
42506,2016-12-23,GGOE00357,Nest,Organic Search,desktop,115.47
42591,2017-01-17,GGOE00281,Electronics Accessories,Direct,desktop,24.79
42650,2017-01-24,GGOE00223,Lifestyle,Affiliates,desktop,15.89
42656,2017-01-22,GGOE00336,Nest,Direct,desktop,57.14
42735,2016-12-27,GGOE00085,Drinkware,Paid Search,desktop,21.04
42768,2016-11-09,GGOE00328,Headgear,Direct,desktop,20.05
42889,2016-12-31,GGOE00341,Nest,Referral,desktop,63.19
42978,2016-11-16,GGOE00263,Electronics Accessories,Organic Search,desktop,6.41
42979,2016-11-13,GGOE00097,Bags,Organic Search,mobile,13.34
43007,2017-01-03,GGOE00237,Electronics Accessories,Organic Search,desktop,42.68
43016,2016-11-18,GGOE00088,Drinkware,Paid Search,desktop,15.27
43072,2016-11-11,GGOE00210,Lifestyle,Organic Search,desktop,17.24
43314,2017-01-12,GGOE00001,Apparel,Social,desktop,55.07
43341,2017-01-21,GGOE00002,Apparel,Social,desktop,49.23
43425,2016-11-28,GGOE00318,Headgear,Direct,desktop,12.0
43457,2016-12-26,GGOE00140,Bags,Direct,desktop,73.87
43601,2016-11-30,GGOE00117,Bags,Direct,desktop,56.08
43625,2016-12-19,GGOE00039,Apparel,Referral,desktop,19.41
43672,2017-01-14,GGOE00195,Lifestyle,Social,mobile,33.47
43812,2016-11-12,GGOE00003,Apparel,Paid Search,desktop,22.81
43835,2016-12-01,GGOE00332,Nest,Organic Search,desktop,103.3
43891,2016-12-19,GGOE00255,Electronics Accessories,Paid Search,desktop,34.61
43931,2017-01-11,GGOE00256,Electronics Accessories,Organic Search,desktop,27.32
43948,2017-01-15,GGOE00279,Electronics Accessories,Organic Search,desktop,18.57
43974,2017-01-23,GGOE00351,Nest,Referral,desktop,79.78
44004,2017-01-31,GGOE00028,Apparel,Organic Search,desktop,42.2
44033,2017-01-13,GGOE00298,Headgear,Direct,desktop,12.98
44076,2017-01-23,GGOE00158,Office,Direct,desktop,2.22
44104,2016-11-13,GGOE00236,Electronics Accessories,Direct,desktop,26.68
44149,2016-11-03,GGOE00174,Office,Organic Search,desktop,10.88
44165,2016-12-28,GGOE00239,Electronics Accessories,Direct,desktop,13.62
44186,2017-01-07,GGOE00117,Bags,Organic Search,desktop,56.08
44198,2017-01-20,GGOE00283,Headgear,Referral,desktop,15.19
44227,2017-01-19,GGOE00042,Apparel,Organic Search,desktop,36.47
44309,2016-11-29,GGOE00124,Bags,Organic Search,desktop,34.91
44355,2016-12-08,GGOE00265,Electronics Accessories,Paid Search,desktop,14.31
44407,2017-01-09,GGOE00322,Headgear,Organic Search,desktop,11.33
44425,2017-01-11,GGOE00210,Lifestyle,Direct,desktop,17.24
44461,2017-01-02,GGOE00123,Bags,Organic Search,desktop,89.84
44527,2017-01-05,GGOE00059,Drinkware,Organic Search,desktop,19.75
44543,2017-01-02,GGOE00022,Apparel,Organic Search,desktop,41.4
44615,2017-01-05,GGOE00280,Electronics Accessories,Organic Search,desktop,5.7
44616,2016-11-17,GGOE00235,Electronics Accessories,Referral,desktop,12.02
44667,2017-01-06,GGOE00072,Drinkware,Direct,desktop,26.85
44685,2016-12-23,GGOE00064,Drinkware,Referral,desktop,16.01
44707,2017-01-12,GGOE00047,Apparel,Organic Search,desktop,37.97
44743,2017-01-16,GGOE00326,Headgear,Organic Search,desktop,12.77
44935,2016-11-14,GGOE00035,Apparel,Referral,desktop,21.63
44967,2016-12-03,GGOE00111,Bags,Organic Search,desktop,26.62
45176,2016-12-09,GGOE00028,Apparel,Direct,desktop,42.2
45234,2016-12-16,GGOE00272,Electronics Accessories,Organic Search,mobile,18.77
45332,2016-12-27,GGOE00191,Lifestyle,Organic Search,desktop,56.41
45394,2016-12-24,GGOE00180,Lifestyle,Referral,desktop,79.97
45398,2016-11-18,GGOE00282,Electronics Accessories,Organic Search,desktop,34.81
45488,2017-01-25,GGOE00318,Headgear,Organic Search,desktop,12.0
45530,2016-12-06,GGOE00050,Apparel,Organic Search,desktop,29.34
45577,2017-01-16,GGOE00211,Lifestyle,Referral,desktop,59.38
45637,2016-11-30,GGOE00260,Electronics Accessories,Organic Search,mobile,8.51
45642,2016-11-02,GGOE00087,Drinkware,Referral,tablet,14.41
45687,2016-12-06,GGOE00101,Bags,Direct,desktop,57.1
45767,2016-11-03,GGOE00014,Apparel,Organic Search,desktop,36.22
45954,2016-12-21,GGOE00146,Office,Direct,desktop,11.32
45961,2017-01-15,GGOE00139,Bags,Paid Search,desktop,91.7
45977,2016-12-13,GGOE00228,Lifestyle,Organic Search,desktop,34.83
46097,2016-12-13,GGOE00177,Office,Affiliates,desktop,18.52
46220,2016-12-12,GGOE00113,Bags,Direct,desktop,10.57
46267,2017-01-11,GGOE00266,Electronics Accessories,Referral,desktop,15.87
46304,2017-01-09,GGOE00195,Lifestyle,Direct,desktop,33.47
46349,2016-11-01,GGOE00098,Bags,Referral,desktop,23.52
46407,2016-11-17,GGOE00148,Office,Paid Search,desktop,23.82
46518,2017-01-24,GGOE00337,Nest,Organic Search,desktop,127.45
46785,2016-12-31,GGOE00117,Bags,Organic Search,desktop,56.08
46928,2017-01-14,GGOE00271,Electronics Accessories,Social,desktop,40.12
46975,2017-01-23,GGOE00033,Apparel,Direct,desktop,21.24
46988,2017-01-26,GGOE00220,Lifestyle,Paid Search,desktop,55.04
47040,2017-01-19,GGOE00305,Headgear,Organic Search,desktop,8.9
47166,2016-12-10,GGOE00019,Apparel,Social,desktop,59.47
47255,2016-12-07,GGOE00341,Nest,Organic Search,desktop,63.19
47358,2017-01-11,GGOE00125,Bags,Affiliates,desktop,31.84
47530,2016-12-11,GGOE00235,Electronics Accessories,Direct,desktop,12.02
47542,2016-12-24,GGOE00189,Lifestyle,Direct,desktop,54.5
47572,2016-11-29,GGOE00224,Lifestyle,Referral,desktop,62.22
47690,2016-12-03,GGOE00035,Apparel,Organic Search,desktop,21.63
47708,2017-01-16,GGOE00294,Headgear,Referral,desktop,30.76
47796,2016-12-30,GGOE00140,Bags,Organic Search,desktop,73.87
47905,2016-12-11,GGOE00101,Bags,Organic Search,desktop,57.1
47906,2017-01-08,GGOE00062,Drinkware,Referral,desktop,21.91
47930,2017-01-15,GGOE00016,Apparel,Referral,desktop,59.78
47948,2016-12-28,GGOE00111,Bags,Organic Search,desktop,26.62
48007,2017-01-15,GGOE00215,Lifestyle,Organic Search,desktop,73.36
48048,2016-12-19,GGOE00133,Bags,Organic Search,desktop,114.72
48170,2016-12-17,GGOE00198,Lifestyle,Referral,desktop,74.55
48296,2016-12-07,GGOE00167,Office,Social,desktop,8.36
48332,2017-01-27,GGOE00283,Headgear,Organic Search,desktop,15.19
48347,2016-12-04,GGOE00105,Bags,Direct,desktop,74.93
48403,2016-12-03,GGOE00025,Apparel,Organic Search,desktop,36.71
48467,2017-01-29,GGOE00058,Drinkware,Organic Search,desktop,29.47
48529,2017-01-12,GGOE00254,Electronics Accessories,Direct,desktop,6.42
48556,2016-11-21,GGOE00037,Apparel,Social,desktop,12.18
48564,2017-01-22,GGOE00047,Apparel,Paid Search,desktop,37.97
48640,2016-12-27,GGOE00061,Drinkware,Organic Search,desktop,20.95
48686,2016-11-07,GGOE00296,Headgear,Organic Search,desktop,18.67
48720,2017-01-22,GGOE00317,Headgear,Direct,desktop,34.81
48725,2016-11-17,GGOE00139,Bags,Direct,desktop,91.7
48781,2017-01-17,GGOE00198,Lifestyle,Direct,desktop,74.55
48783,2016-11-26,GGOE00143,Office,Direct,mobile,10.88
48805,2016-12-27,GGOE00127,Bags,Referral,desktop,29.73
48924,2016-12-03,GGOE00257,Electronics Accessories,Referral,desktop,15.59
49047,2017-01-07,GGOE00157,Office,Direct,desktop,5.87
49089,2016-11-13,GGOE00098,Bags,Direct,desktop,23.52
49124,2016-12-31,GGOE00098,Bags,Direct,tablet,23.52
49132,2016-11-13,GGOE00123,Bags,Direct,desktop,89.84
49170,2016-12-23,GGOE00015,Apparel,Direct,desktop,38.57
49179,2016-11-02,GGOE00095,Drinkware,Referral,desktop,23.78
49186,2016-11-27,GGOE00302,Headgear,Paid Search,desktop,20.01
49205,2016-11-06,GGOE00063,Drinkware,Organic Search,desktop,8.77
49277,2017-01-25,GGOE00092,Drinkware,Paid Search,desktop,16.69
49414,2017-01-30,GGOE00319,Headgear,Referral,desktop,27.24
49416,2017-01-20,GGOE00193,Lifestyle,Direct,desktop,63.59
49464,2016-12-22,GGOE00361,Nest,Referral,desktop,206.13
49493,2016-11-22,GGOE00249,Electronics Accessories,Organic Search,mobile,25.66
49526,2017-01-13,GGOE00074,Drinkware,Paid Search,desktop,8.29
49544,2016-12-17,GGOE00233,Electronics Accessories,Direct,desktop,4.12
49549,2017-01-20,GGOE00298,Headgear,Organic Search,desktop,12.98
49567,2017-01-11,GGOE00073,Drinkware,Referral,desktop,21.56
49648,2017-01-30,GGOE00159,Office,Organic Search,tablet,6.11
49654,2016-11-28,GGOE00225,Lifestyle,Referral,desktop,59.82
49696,2016-11-21,GGOE00005,Apparel,Direct,mobile,53.93
49749,2017-01-13,GGOE00047,Apparel,Direct,mobile,37.97
49860,2017-01-05,GGOE00303,Headgear,Direct,desktop,18.21
49962,2017-01-02,GGOE00189,Lifestyle,Referral,desktop,54.5
50041,2016-12-13,GGOE00193,Lifestyle,Organic Search,mobile,63.59
50092,2016-12-26,GGOE00103,Bags,Referral,desktop,106.01
50104,2017-01-04,GGOE00117,Bags,Referral,desktop,56.08
50165,2016-12-09,GGOE00327,Headgear,Direct,desktop,23.52
50182,2016-11-15,GGOE00272,Electronics Accessories,Affiliates,desktop,18.77
50274,2016-11-24,GGOE00324,Headgear,Direct,desktop,34.67
50310,2016-11-21,GGOE00233,Electronics Accessories,Paid Search,desktop,4.12
50339,2016-11-01,GGOE00071,Drinkware,Organic Search,desktop,12.51
50492,2016-11-14,GGOE00051,Apparel,Referral,desktop,40.71
50498,2016-11-15,GGOE00240,Electronics Accessories,Direct,desktop,22.17
50516,2016-11-14,GGOE00218,Lifestyle,Direct,desktop,80.37
50529,2017-01-22,GGOE00188,Lifestyle,Direct,desktop,23.38
50655,2017-01-24,GGOE00325,Headgear,Direct,tablet,11.15
50835,2016-11-19,GGOE00142,Bags,Referral,desktop,106.6
51039,2016-12-06,GGOE00078,Drinkware,Organic Search,desktop,19.24
51054,2016-12-31,GGOE00316,Headgear,Direct,desktop,28.53
51079,2016-11-17,GGOE00342,Nest,Direct,desktop,297.84
51354,2017-01-07,GGOE00134,Bags,Organic Search,desktop,58.89
51381,2016-11-26,GGOE00214,Lifestyle,Direct,desktop,78.75
51398,2017-01-16,GGOE00134,Bags,Paid Search,desktop,58.89
51412,2017-01-09,GGOE00052,Apparel,Direct,desktop,14.84
51481,2016-12-06,GGOE00158,Office,Organic Search,desktop,2.22
51802,2016-12-29,GGOE00208,Lifestyle,Referral,desktop,35.77
51836,2016-11-10,GGOE00059,Drinkware,Organic Search,desktop,19.75
51887,2016-11-06,GGOE00227,Lifestyle,Organic Search,desktop,73.89
51920,2016-12-23,GGOE00152,Office,Organic Search,desktop,18.21
51926,2017-01-02,GGOE00217,Lifestyle,Direct,desktop,70.88
52189,2016-11-05,GGOE00098,Bags,Referral,desktop,23.52
52268,2017-01-04,GGOE00258,Electronics Accessories,Referral,desktop,6.26
52277,2016-11-01,GGOE00163,Office,Social,desktop,15.49
52291,2016-12-14,GGOE00183,Lifestyle,Organic Search,desktop,11.83
52298,2016-12-21,GGOE00299,Headgear,Paid Search,desktop,28.51
52307,2016-12-31,GGOE00289,Headgear,Referral,desktop,29.59
52398,2016-12-27,GGOE00165,Office,Referral,desktop,15.27
52433,2016-12-22,GGOE00038,Apparel,Organic Search,desktop,51.84
52469,2017-01-24,GGOE00062,Drinkware,Direct,desktop,21.91
52639,2016-11-16,GGOE00253,Electronics Accessories,Organic Search,desktop,22.21
52644,2016-11-17,GGOE00112,Bags,Organic Search,desktop,112.68
52880,2017-01-30,GGOE00149,Office,Organic Search,desktop,7.02
52924,2016-11-13,GGOE00164,Office,Organic Search,desktop,12.5
52995,2016-11-23,GGOE00339,Nest,Organic Search,desktop,228.94
53186,2016-11-21,GGOE00007,Apparel,Paid Search,desktop,51.42
53203,2016-11-05,GGOE00186,Lifestyle,Referral,desktop,28.73
53219,2016-11-29,GGOE00305,Headgear,Direct,desktop,8.9
53375,2017-01-17,GGOE00271,Electronics Accessories,Organic Search,desktop,40.12
53391,2017-01-24,GGOE00117,Bags,Social,tablet,56.08
53550,2017-01-30,GGOE00258,Electronics Accessories,Organic Search,desktop,6.26
53678,2016-11-08,GGOE00001,Apparel,Referral,desktop,55.07
53803,2016-12-11,GGOE00227,Lifestyle,Organic Search,desktop,73.89
53910,2016-11-27,GGOE00241,Electronics Accessories,Organic Search,desktop,30.6
53953,2016-11-03,GGOE00149,Office,Organic Search,desktop,7.02
54080,2016-11-14,GGOE00236,Electronics Accessories,Organic Search,desktop,26.68
54084,2017-01-15,GGOE00004,Apparel,Direct,desktop,26.41
54145,2016-11-06,GGOE00124,Bags,Organic Search,desktop,34.91
54155,2016-11-04,GGOE00279,Electronics Accessories,Social,desktop,18.57
54167,2017-01-17,GGOE00024,Apparel,Direct,desktop,13.71
54353,2017-01-30,GGOE00238,Electronics Accessories,Organic Search,desktop,18.93
54413,2017-01-19,GGOE00354,Nest,Paid Search,desktop,170.06
54464,2016-11-26,GGOE00324,Headgear,Referral,desktop,34.67
54528,2016-12-08,GGOE00142,Bags,Affiliates,desktop,106.6
54529,2016-11-08,GGOE00077,Drinkware,Direct,desktop,27.6
54673,2016-12-14,GGOE00343,Nest,Organic Search,desktop,271.17
54711,2017-01-17,GGOE00291,Headgear,Organic Search,desktop,27.47
54726,2016-11-16,GGOE00328,Headgear,Organic Search,desktop,20.05
54741,2016-12-09,GGOE00329,Headgear,Organic Search,desktop,28.26
54955,2016-11-15,GGOE00002,Apparel,Organic Search,desktop,49.23
54962,2017-01-29,GGOE00214,Lifestyle,Referral,desktop,78.75
54999,2017-01-10,GGOE00350,Nest,Direct,desktop,174.83
55039,2016-12-12,GGOE00039,Apparel,Referral,desktop,19.41
55072,2016-11-03,GGOE00287,Headgear,Direct,desktop,11.4
55206,2017-01-20,GGOE00277,Electronics Accessories,Referral,desktop,37.68
55228,2017-01-24,GGOE00341,Nest,Organic Search,desktop,63.19
55268,2017-01-20,GGOE00283,Headgear,Organic Search,desktop,15.19
55285,2016-12-02,GGOE00241,Electronics Accessories,Paid Search,desktop,30.6
55416,2016-12-17,GGOE00250,Electronics Accessories,Organic Search,mobile,12.03
55421,2016-11-26,GGOE00229,Lifestyle,Organic Search,desktop,67.21
55472,2016-12-05,GGOE00018,Apparel,Organic Search,desktop,41.86
55485,2016-12-25,GGOE00103,Bags,Paid Search,desktop,106.01
55493,2016-12-06,GGOE00045,Apparel,Paid Search,desktop,47.61
55546,2016-12-31,GGOE00252,Electronics Accessories,Organic Search,mobile,16.85
55597,2016-11-22,GGOE00076,Drinkware,Direct,desktop,28.62
55619,2017-01-26,GGOE00002,Apparel,Affiliates,desktop,49.23
55736,2016-12-27,GGOE00088,Drinkware,Display,desktop,15.27
55819,2016-11-11,GGOE00236,Electronics Accessories,Paid Search,desktop,26.68
55852,2017-01-24,GGOE00023,Apparel,Direct,desktop,14.11
56156,2017-01-24,GGOE00358,Nest,Referral,desktop,180.73
56273,2016-11-10,GGOE00289,Headgear,Referral,desktop,29.59
56332,2016-11-24,GGOE00255,Electronics Accessories,Organic Search,desktop,34.61
56356,2016-12-13,GGOE00122,Bags,Organic Search,desktop,66.43
