session_id,hitNumber,hit_type,eCommerceAction_action_type,productSKU,v2ProductCategory,productPrice
30220,1,EVENT,2,GGOE00204,Lifestyle,73.74
30223,1,EVENT,2,GGOE00250,Electronics Accessories,12.03
30225,1,EVENT,2,GGOE00337,Nest,127.45
30228,1,EVENT,2,GGOE00296,Headgear,18.67
30231,1,EVENT,2,GGOE00102,Bags,67.61
30232,1,EVENT,2,GGOE00276,Electronics Accessories,35.61
30233,1,EVENT,2,GGOE00269,Electronics Accessories,10.86
30236,1,EVENT,2,GGOE00357,Nest,115.47
30238,1,EVENT,2,GGOE00021,Apparel,19.69
30240,1,EVENT,2,GGOE00062,Drinkware,21.91
30242,1,EVENT,2,GGOE00335,Nest,167.35
30243,1,EVENT,2,GGOE00090,Drinkware,5.95
30243,2,EVENT,3,GGOE00090,Drinkware,5.95
30243,3,EVENT,5,GGOE00090,Drinkware,5.95
30243,4,EVENT,6,GGOE00090,Drinkware,5.95
30245,1,EVENT,2,GGOE00295,Headgear,28.98
30245,2,EVENT,3,GGOE00295,Headgear,28.98
30246,1,EVENT,2,GGOE00210,Lifestyle,17.24
30247,1,EVENT,2,GGOE00253,Electronics Accessories,22.21
30248,1,EVENT,2,GGOE00054,Drinkware,13.08
30248,2,EVENT,3,GGOE00054,Drinkware,13.08
30249,1,EVENT,2,GGOE00320,Headgear,30.28
30250,1,EVENT,2,GGOE00322,Headgear,11.33
30251,1,EVENT,2,GGOE00137,Bags,67.33
30253,1,EVENT,2,GGOE00085,Drinkware,21.04
30254,1,EVENT,2,GGOE00278,Electronics Accessories,31.32
30258,1,EVENT,2,GGOE00361,Nest,206.13
30259,1,EVENT,2,GGOE00081,Drinkware,28.2
30260,1,EVENT,2,GGOE00161,Office,21.16
30261,1,EVENT,2,GGOE00010,Apparel,26.55
30263,1,EVENT,2,GGOE00177,Office,18.52
30266,1,EVENT,2,GGOE00028,Apparel,42.2
30267,1,EVENT,2,GGOE00061,Drinkware,20.95
30268,1,EVENT,2,GGOE00176,Office,20.57
30271,1,EVENT,2,GGOE00216,Lifestyle,18.59
30273,1,EVENT,2,GGOE00193,Lifestyle,63.59
30275,1,EVENT,2,GGOE00039,Apparel,19.41
30281,1,EVENT,2,GGOE00159,Office,6.11
30281,2,EVENT,3,GGOE00159,Office,6.11
30281,3,EVENT,5,GGOE00159,Office,6.11
30285,1,EVENT,2,GGOE00093,Drinkware,18.69
30286,1,EVENT,2,GGOE00337,Nest,127.45
30295,1,EVENT,2,GGOE00174,Office,10.88
30296,1,EVENT,2,GGOE00117,Bags,56.08
30301,1,EVENT,2,GGOE00279,Electronics Accessories,18.57
30301,2,EVENT,3,GGOE00279,Electronics Accessories,18.57
30303,1,EVENT,2,GGOE00109,Bags,94.18
30304,1,EVENT,2,GGOE00344,Nest,278.08
30309,1,EVENT,2,GGOE00100,Bags,82.35
30310,1,EVENT,2,GGOE00023,Apparel,14.11
30312,1,EVENT,2,GGOE00021,Apparel,19.69
30316,1,EVENT,2,GGOE00163,Office,15.49
30319,1,EVENT,2,GGOE00228,Lifestyle,34.83
30323,1,EVENT,2,GGOE00059,Drinkware,19.75
30326,1,EVENT,2,GGOE00161,Office,21.16
30330,1,EVENT,2,GGOE00205,Lifestyle,86.73
30331,1,EVENT,2,GGOE00273,Electronics Accessories,32.86
30333,1,EVENT,2,GGOE00272,Electronics Accessories,18.77
30334,1,EVENT,2,GGOE00173,Office,2.48
30338,1,EVENT,2,GGOE00307,Headgear,22.64
30341,1,EVENT,2,GGOE00060,Drinkware,20.13
30344,1,EVENT,2,GGOE00173,Office,2.48
30346,1,EVENT,2,GGOE00046,Apparel,16.39
30347,1,EVENT,2,GGOE00344,Nest,278.08
30347,2,EVENT,3,GGOE00344,Nest,278.08
30350,1,EVENT,2,GGOE00015,Apparel,38.57
30351,1,EVENT,2,GGOE00132,Bags,39.87
30351,2,EVENT,3,GGOE00132,Bags,39.87
30353,1,EVENT,2,GGOE00244,Electronics Accessories,8.62
30355,1,EVENT,2,GGOE00124,Bags,34.91
30358,1,EVENT,2,GGOE00296,Headgear,18.67
30359,1,EVENT,2,GGOE00008,Apparel,50.26
30360,1,EVENT,2,GGOE00090,Drinkware,5.95
30361,1,EVENT,2,GGOE00012,Apparel,24.23
30364,1,EVENT,2,GGOE00170,Office,16.07
30365,1,EVENT,2,GGOE00337,Nest,127.45
30366,1,EVENT,2,GGOE00067,Drinkware,7.42
30367,1,EVENT,2,GGOE00125,Bags,31.84
30370,1,EVENT,2,GGOE00015,Apparel,38.57
30373,1,EVENT,2,GGOE00298,Headgear,12.98
30374,1,EVENT,2,GGOE00311,Headgear,18.3
30380,1,EVENT,2,GGOE00064,Drinkware,16.01
30381,1,EVENT,2,GGOE00133,Bags,114.72
30383,1,EVENT,2,GGOE00359,Nest,119.74
30391,1,EVENT,2,GGOE00207,Lifestyle,12.16
30393,1,EVENT,2,GGOE00316,Headgear,28.53
30395,1,EVENT,2,GGOE00246,Electronics Accessories,37.88
30396,1,EVENT,2,GGOE00200,Lifestyle,58.08
30398,1,EVENT,2,GGOE00095,Drinkware,23.78
30403,1,EVENT,2,GGOE00226,Lifestyle,75.56
30409,1,EVENT,2,GGOE00105,Bags,74.93
30411,1,EVENT,2,GGOE00304,Headgear,19.33
30412,1,EVENT,2,GGOE00089,Drinkware,10.99
30413,1,EVENT,2,GGOE00109,Bags,94.18
30414,1,EVENT,2,GGOE00013,Apparel,33.36
30418,1,EVENT,2,GGOE00005,Apparel,53.93
30421,1,EVENT,2,GGOE00149,Office,7.02
30423,1,EVENT,2,GGOE00226,Lifestyle,75.56
30425,1,EVENT,2,GGOE00267,Electronics Accessories,37.98
30430,1,EVENT,2,GGOE00065,Drinkware,10.99
30431,1,EVENT,2,GGOE00098,Bags,23.52
30433,1,EVENT,2,GGOE00047,Apparel,37.97
30435,1,EVENT,2,GGOE00162,Office,3.7
30436,1,EVENT,2,GGOE00292,Headgear,34.91
30439,1,EVENT,2,GGOE00337,Nest,127.45
30439,2,EVENT,3,GGOE00337,Nest,127.45
30439,3,EVENT,5,GGOE00337,Nest,127.45
30440,1,EVENT,2,GGOE00214,Lifestyle,78.75
30440,2,EVENT,3,GGOE00214,Lifestyle,78.75
30440,3,EVENT,5,GGOE00214,Lifestyle,78.75
30441,1,EVENT,2,GGOE00357,Nest,115.47
30441,2,EVENT,3,GGOE00357,Nest,115.47
30441,3,EVENT,5,GGOE00357,Nest,115.47
30441,4,EVENT,6,GGOE00357,Nest,115.47
30442,1,EVENT,2,GGOE00088,Drinkware,15.27
30442,2,EVENT,3,GGOE00088,Drinkware,15.27
30442,3,EVENT,5,GGOE00088,Drinkware,15.27
30442,4,EVENT,6,GGOE00088,Drinkware,15.27
30445,1,EVENT,2,GGOE00258,Electronics Accessories,6.26
30446,1,EVENT,2,GGOE00335,Nest,167.35
30447,1,EVENT,2,GGOE00346,Nest,147.53
30449,1,EVENT,2,GGOE00095,Drinkware,23.78
30452,1,EVENT,2,GGOE00162,Office,3.7
30453,1,EVENT,2,GGOE00139,Bags,91.7
30457,1,EVENT,2,GGOE00049,Apparel,53.82
30457,2,EVENT,3,GGOE00049,Apparel,53.82
30464,1,EVENT,2,GGOE00036,Apparel,29.74
30466,1,EVENT,2,GGOE00361,Nest,206.13
30467,1,EVENT,2,GGOE00008,Apparel,50.26
30469,1,EVENT,2,GGOE00219,Lifestyle,24.18
30471,1,EVENT,2,GGOE00340,Nest,162.75
30472,1,EVENT,2,GGOE00101,Bags,57.1
30473,1,EVENT,2,GGOE00061,Drinkware,20.95
30476,1,EVENT,2,GGOE00255,Electronics Accessories,34.61
30477,1,EVENT,2,GGOE00342,Nest,297.84
30478,1,EVENT,2,GGOE00160,Office,22.97
30478,2,EVENT,3,GGOE00160,Office,22.97
30479,1,EVENT,2,GGOE00268,Electronics Accessories,29.04
30482,1,EVENT,2,GGOE00253,Electronics Accessories,22.21
30488,1,EVENT,2,GGOE00284,Headgear,22.48
30489,1,EVENT,2,GGOE00316,Headgear,28.53
30493,1,EVENT,2,GGOE00200,Lifestyle,58.08
30494,1,EVENT,2,GGOE00316,Headgear,28.53
30501,1,EVENT,2,GGOE00024,Apparel,13.71
30502,1,EVENT,2,GGOE00272,Electronics Accessories,18.77
30504,1,EVENT,2,GGOE00218,Lifestyle,80.37
30505,1,EVENT,2,GGOE00145,Office,2.65
30506,1,EVENT,2,GGOE00358,Nest,180.73
30507,1,EVENT,2,GGOE00102,Bags,67.61
30511,1,EVENT,2,GGOE00014,Apparel,36.22
30513,1,EVENT,2,GGOE00333,Nest,241.28
30514,1,EVENT,2,GGOE00058,Drinkware,29.47
30515,1,EVENT,2,GGOE00119,Bags,11.57
30516,1,EVENT,2,GGOE00252,Electronics Accessories,16.85
30517,1,EVENT,2,GGOE00092,Drinkware,16.69
30520,1,EVENT,2,GGOE00167,Office,8.36
30520,2,EVENT,3,GGOE00167,Office,8.36
30520,3,EVENT,5,GGOE00167,Office,8.36
30520,4,EVENT,6,GGOE00167,Office,8.36
30521,1,EVENT,2,GGOE00344,Nest,278.08
30522,1,EVENT,2,GGOE00264,Electronics Accessories,41.07
30524,1,EVENT,2,GGOE00334,Nest,65.9
30525,1,EVENT,2,GGOE00181,Lifestyle,50.91
30529,1,EVENT,2,GGOE00164,Office,12.5
30530,1,EVENT,2,GGOE00295,Headgear,28.98
30536,1,EVENT,2,GGOE00356,Nest,216.47
30537,1,EVENT,2,GGOE00200,Lifestyle,58.08
30538,1,EVENT,2,GGOE00108,Bags,67.1
30539,1,EVENT,2,GGOE00112,Bags,112.68
30540,1,EVENT,2,GGOE00265,Electronics Accessories,14.31
30545,1,EVENT,2,GGOE00038,Apparel,51.84
30549,1,EVENT,2,GGOE00122,Bags,66.43
30551,1,EVENT,2,GGOE00106,Bags,85.21
30553,1,EVENT,2,GGOE00064,Drinkware,16.01
30558,1,EVENT,2,GGOE00358,Nest,180.73
30559,1,EVENT,2,GGOE00138,Bags,108.62
30560,1,EVENT,2,GGOE00280,Electronics Accessories,5.7
30563,1,EVENT,2,GGOE00336,Nest,57.14
30565,1,EVENT,2,GGOE00248,Electronics Accessories,18.61
30566,1,EVENT,2,GGOE00014,Apparel,36.22
30569,1,EVENT,2,GGOE00128,Bags,48.07
30570,1,EVENT,2,GGOE00117,Bags,56.08
30572,1,EVENT,2,GGOE00061,Drinkware,20.95
30576,1,EVENT,2,GGOE00212,Lifestyle,73.39
30579,1,EVENT,2,GGOE00168,Office,24.07
30581,1,EVENT,2,GGOE00295,Headgear,28.98
30584,1,EVENT,2,GGOE00349,Nest,57.26
30586,1,EVENT,2,GGOE00199,Lifestyle,61.96
30587,1,EVENT,2,GGOE00057,Drinkware,14.49
30588,1,EVENT,2,GGOE00104,Bags,47.86
30590,1,EVENT,2,GGOE00028,Apparel,42.2
30590,2,EVENT,3,GGOE00028,Apparel,42.2
30590,3,EVENT,5,GGOE00028,Apparel,42.2
30590,4,EVENT,6,GGOE00028,Apparel,42.2
30591,1,EVENT,2,GGOE00316,Headgear,28.53
30594,1,EVENT,2,GGOE00252,Electronics Accessories,16.85
30597,1,EVENT,2,GGOE00270,Electronics Accessories,21.26
30598,1,EVENT,2,GGOE00252,Electronics Accessories,16.85
30599,1,EVENT,2,GGOE00339,Nest,228.94
30603,1,EVENT,2,GGOE00137,Bags,67.33
30604,1,EVENT,2,GGOE00001,Apparel,55.07
30608,1,EVENT,2,GGOE00038,Apparel,51.84
30612,1,EVENT,2,GGOE00327,Headgear,23.52
30614,1,EVENT,2,GGOE00327,Headgear,23.52
30616,1,EVENT,2,GGOE00171,Office,16.25
30618,1,EVENT,2,GGOE00228,Lifestyle,34.83
30625,1,EVENT,2,GGOE00080,Drinkware,9.81
30626,1,EVENT,2,GGOE00271,Electronics Accessories,40.12
30632,1,EVENT,2,GGOE00081,Drinkware,28.2
30633,1,EVENT,2,GGOE00020,Apparel,22.33
30635,1,EVENT,2,GGOE00001,Apparel,55.07
30636,1,EVENT,2,GGOE00314,Headgear,18.46
30637,1,EVENT,2,GGOE00167,Office,8.36
30638,1,EVENT,2,GGOE00101,Bags,57.1
30639,1,EVENT,2,GGOE00245,Electronics Accessories,30.82
30640,1,EVENT,2,GGOE00060,Drinkware,20.13
30645,1,EVENT,2,GGOE00198,Lifestyle,74.55
30648,1,EVENT,2,GGOE00248,Electronics Accessories,18.61
30649,1,EVENT,2,GGOE00263,Electronics Accessories,6.41
30650,1,EVENT,2,GGOE00214,Lifestyle,78.75
30651,1,EVENT,2,GGOE00042,Apparel,36.47
30653,1,EVENT,2,GGOE00188,Lifestyle,23.38
30656,1,EVENT,2,GGOE00115,Bags,99.16
30657,1,EVENT,2,GGOE00095,Drinkware,23.78
30661,1,EVENT,2,GGOE00067,Drinkware,7.42
30663,1,EVENT,2,GGOE00185,Lifestyle,9.66
30663,2,EVENT,3,GGOE00185,Lifestyle,9.66
30664,1,EVENT,2,GGOE00326,Headgear,12.77
30665,1,EVENT,2,GGOE00032,Apparel,12.57
30667,1,EVENT,2,GGOE00326,Headgear,12.77
30668,1,EVENT,2,GGOE00339,Nest,228.94
30669,1,EVENT,2,GGOE00325,Headgear,11.15
30670,1,EVENT,2,GGOE00337,Nest,127.45
30671,1,EVENT,2,GGOE00286,Headgear,32.21
30672,1,EVENT,2,GGOE00166,Office,16.82
30673,1,EVENT,2,GGOE00157,Office,5.87
30673,2,EVENT,3,GGOE00157,Office,5.87
30673,3,EVENT,5,GGOE00157,Office,5.87
30678,1,EVENT,2,GGOE00204,Lifestyle,73.74
30679,1,EVENT,2,GGOE00129,Bags,114.29
30681,1,EVENT,2,GGOE00245,Electronics Accessories,30.82
30683,1,EVENT,2,GGOE00350,Nest,174.83
30684,1,EVENT,2,GGOE00333,Nest,241.28
30685,1,EVENT,2,GGOE00024,Apparel,13.71
30693,1,EVENT,2,GGOE00195,Lifestyle,33.47
30695,1,EVENT,2,GGOE00040,Apparel,24.84
30695,2,EVENT,3,GGOE00040,Apparel,24.84
30695,3,EVENT,5,GGOE00040,Apparel,24.84
30699,1,EVENT,2,GGOE00342,Nest,297.84
30700,1,EVENT,2,GGOE00134,Bags,58.89
30704,1,EVENT,2,GGOE00352,Nest,93.08
30705,1,EVENT,2,GGOE00152,Office,18.21
30705,2,EVENT,3,GGOE00152,Office,18.21
30707,1,EVENT,2,GGOE00118,Bags,99.68
30708,1,EVENT,2,GGOE00125,Bags,31.84
30709,1,EVENT,2,GGOE00220,Lifestyle,55.04
30716,1,EVENT,2,GGOE00152,Office,18.21
30717,1,EVENT,2,GGOE00218,Lifestyle,80.37
30719,1,EVENT,2,GGOE00131,Bags,47.41
30720,1,EVENT,2,GGOE00052,Apparel,14.84
30723,1,EVENT,2,GGOE00010,Apparel,26.55
30726,1,EVENT,2,GGOE00033,Apparel,21.24
30727,1,EVENT,2,GGOE00204,Lifestyle,73.74
30728,1,EVENT,2,GGOE00040,Apparel,24.84
30729,1,EVENT,2,GGOE00309,Headgear,22.8
30730,1,EVENT,2,GGOE00040,Apparel,24.84
30731,1,EVENT,2,GGOE00158,Office,2.22
30733,1,EVENT,2,GGOE00265,Electronics Accessories,14.31
30734,1,EVENT,2,GGOE00017,Apparel,50.05
30734,2,EVENT,3,GGOE00017,Apparel,50.05
30734,3,EVENT,5,GGOE00017,Apparel,50.05
30735,1,EVENT,2,GGOE00356,Nest,216.47
30737,1,EVENT,2,GGOE00205,Lifestyle,86.73
30738,1,EVENT,2,GGOE00241,Electronics Accessories,30.6
30739,1,EVENT,2,GGOE00085,Drinkware,21.04
30740,1,EVENT,2,GGOE00135,Bags,117.84
30743,1,EVENT,2,GGOE00077,Drinkware,27.6
30744,1,EVENT,2,GGOE00045,Apparel,47.61
30745,1,EVENT,2,GGOE00044,Apparel,42.71
30748,1,EVENT,2,GGOE00087,Drinkware,14.41
30749,1,EVENT,2,GGOE00011,Apparel,25.36
30750,1,EVENT,2,GGOE00003,Apparel,22.81
30752,1,EVENT,2,GGOE00040,Apparel,24.84
30753,1,EVENT,2,GGOE00236,Electronics Accessories,26.68
30753,2,EVENT,3,GGOE00236,Electronics Accessories,26.68
30753,3,EVENT,5,GGOE00236,Electronics Accessories,26.68
30753,4,EVENT,6,GGOE00236,Electronics Accessories,26.68
30758,1,EVENT,2,GGOE00019,Apparel,59.47
30759,1,EVENT,2,GGOE00032,Apparel,12.57
30760,1,EVENT,2,GGOE00233,Electronics Accessories,4.12
30761,1,EVENT,2,GGOE00115,Bags,99.16
30762,1,EVENT,2,GGOE00295,Headgear,28.98
30764,1,EVENT,2,GGOE00056,Drinkware,25.41
30765,1,EVENT,2,GGOE00003,Apparel,22.81
30765,2,EVENT,3,GGOE00003,Apparel,22.81
30765,3,EVENT,5,GGOE00003,Apparel,22.81
30765,4,EVENT,6,GGOE00003,Apparel,22.81
30767,1,EVENT,2,GGOE00078,Drinkware,19.24
30769,1,EVENT,2,GGOE00312,Headgear,30.43
30769,2,EVENT,3,GGOE00312,Headgear,30.43
30772,1,EVENT,2,GGOE00099,Bags,116.39
30773,1,EVENT,2,GGOE00130,Bags,73.07
30775,1,EVENT,2,GGOE00343,Nest,271.17
30778,1,EVENT,2,GGOE00151,Office,17.24
30790,1,EVENT,2,GGOE00147,Office,13.47
30791,1,EVENT,2,GGOE00339,Nest,228.94
30791,2,EVENT,3,GGOE00339,Nest,228.94
30795,1,EVENT,2,GGOE00120,Bags,79.13
30796,1,EVENT,2,GGOE00232,Electronics Accessories,9.78
30797,1,EVENT,2,GGOE00045,Apparel,47.61
30798,1,EVENT,2,GGOE00349,Nest,57.26
30800,1,EVENT,2,GGOE00308,Headgear,18.46
30803,1,EVENT,2,GGOE00265,Electronics Accessories,14.31
30804,1,EVENT,2,GGOE00343,Nest,271.17
30806,1,EVENT,2,GGOE00071,Drinkware,12.51
30807,1,EVENT,2,GGOE00168,Office,24.07
30809,1,EVENT,2,GGOE00307,Headgear,22.64
30810,1,EVENT,2,GGOE00052,Apparel,14.84
30813,1,EVENT,2,GGOE00286,Headgear,32.21
30813,2,EVENT,3,GGOE00286,Headgear,32.21
30813,3,EVENT,5,GGOE00286,Headgear,32.21
30813,4,EVENT,6,GGOE00286,Headgear,32.21
30814,1,EVENT,2,GGOE00322,Headgear,11.33
30818,1,EVENT,2,GGOE00313,Headgear,32.83
30818,2,EVENT,3,GGOE00313,Headgear,32.83
30819,1,EVENT,2,GGOE00158,Office,2.22
30820,1,EVENT,2,GGOE00104,Bags,47.86
30823,1,EVENT,2,GGOE00176,Office,20.57
30824,1,EVENT,2,GGOE00212,Lifestyle,73.39
30825,1,EVENT,2,GGOE00267,Electronics Accessories,37.98
30826,1,EVENT,2,GGOE00094,Drinkware,13.05
30830,1,EVENT,2,GGOE00024,Apparel,13.71
30830,2,EVENT,3,GGOE00024,Apparel,13.71
30832,1,EVENT,2,GGOE00151,Office,17.24
30834,1,EVENT,2,GGOE00262,Electronics Accessories,8.49
30835,1,EVENT,2,GGOE00222,Lifestyle,57.97
30838,1,EVENT,2,GGOE00215,Lifestyle,73.36
30839,1,EVENT,2,GGOE00325,Headgear,11.15
30840,1,EVENT,2,GGOE00323,Headgear,10.48
30844,1,EVENT,2,GGOE00217,Lifestyle,70.88
30851,1,EVENT,2,GGOE00269,Electronics Accessories,10.86
30852,1,EVENT,2,GGOE00129,Bags,114.29
30853,1,EVENT,2,GGOE00299,Headgear,28.51
30854,1,EVENT,2,GGOE00324,Headgear,34.67
30856,1,EVENT,2,GGOE00341,Nest,63.19
30858,1,EVENT,2,GGOE00110,Bags,110.01
30859,1,EVENT,2,GGOE00052,Apparel,14.84
30860,1,EVENT,2,GGOE00226,Lifestyle,75.56
30860,2,EVENT,3,GGOE00226,Lifestyle,75.56
30864,1,EVENT,2,GGOE00249,Electronics Accessories,25.66
30866,1,EVENT,2,GGOE00301,Headgear,27.47
30869,1,EVENT,2,GGOE00050,Apparel,29.34
30872,1,EVENT,2,GGOE00233,Electronics Accessories,4.12
30873,1,EVENT,2,GGOE00206,Lifestyle,78.03
30875,1,EVENT,2,GGOE00263,Electronics Accessories,6.41
30876,1,EVENT,2,GGOE00279,Electronics Accessories,18.57
30878,1,EVENT,2,GGOE00240,Electronics Accessories,22.17
30879,1,EVENT,2,GGOE00339,Nest,228.94
30879,2,EVENT,3,GGOE00339,Nest,228.94
30881,1,EVENT,2,GGOE00046,Apparel,16.39
30883,1,EVENT,2,GGOE00043,Apparel,52.66
30883,2,EVENT,3,GGOE00043,Apparel,52.66
30884,1,EVENT,2,GGOE00023,Apparel,14.11
30886,1,EVENT,2,GGOE00262,Electronics Accessories,8.49
30892,1,EVENT,2,GGOE00166,Office,16.82
30895,1,EVENT,2,GGOE00039,Apparel,19.41
30896,1,EVENT,2,GGOE00036,Apparel,29.74
30898,1,EVENT,2,GGOE00016,Apparel,59.78
30900,1,EVENT,2,GGOE00080,Drinkware,9.81
30902,1,EVENT,2,GGOE00311,Headgear,18.3
30903,1,EVENT,2,GGOE00045,Apparel,47.61
30904,1,EVENT,2,GGOE00003,Apparel,22.81
30910,1,EVENT,2,GGOE00126,Bags,49.94
30912,1,EVENT,2,GGOE00009,Apparel,34.46
30914,1,EVENT,2,GGOE00109,Bags,94.18
30916,1,EVENT,2,GGOE00282,Electronics Accessories,34.81
30917,1,EVENT,2,GGOE00165,Office,15.27
30918,1,EVENT,2,GGOE00200,Lifestyle,58.08
30918,2,EVENT,3,GGOE00200,Lifestyle,58.08
30918,3,EVENT,5,GGOE00200,Lifestyle,58.08
30922,1,EVENT,2,GGOE00284,Headgear,22.48
30923,1,EVENT,2,GGOE00095,Drinkware,23.78
30925,1,EVENT,2,GGOE00221,Lifestyle,60.38
30926,1,EVENT,2,GGOE00288,Headgear,12.98
30927,1,EVENT,2,GGOE00168,Office,24.07
30928,1,EVENT,2,GGOE00176,Office,20.57
30929,1,EVENT,2,GGOE00069,Drinkware,10.38
30931,1,EVENT,2,GGOE00207,Lifestyle,12.16
30932,1,EVENT,2,GGOE00133,Bags,114.72
30933,1,EVENT,2,GGOE00307,Headgear,22.64
30937,1,EVENT,2,GGOE00207,Lifestyle,12.16
30941,1,EVENT,2,GGOE00339,Nest,228.94
30941,2,EVENT,3,GGOE00339,Nest,228.94
30941,3,EVENT,5,GGOE00339,Nest,228.94
30944,1,EVENT,2,GGOE00115,Bags,99.16
30945,1,EVENT,2,GGOE00056,Drinkware,25.41
30946,1,EVENT,2,GGOE00040,Apparel,24.84
30947,1,EVENT,2,GGOE00071,Drinkware,12.51
30949,1,EVENT,2,GGOE00222,Lifestyle,57.97
30959,1,EVENT,2,GGOE00327,Headgear,23.52
30960,1,EVENT,2,GGOE00276,Electronics Accessories,35.61
30962,1,EVENT,2,GGOE00273,Electronics Accessories,32.86
30963,1,EVENT,2,GGOE00075,Drinkware,26.13
30966,1,EVENT,2,GGOE00081,Drinkware,28.2
30967,1,EVENT,2,GGOE00020,Apparel,22.33
30969,1,EVENT,2,GGOE00120,Bags,79.13
30970,1,EVENT,2,GGOE00035,Apparel,21.63
30971,1,EVENT,2,GGOE00102,Bags,67.61
30973,1,EVENT,2,GGOE00310,Headgear,27.48
30976,1,EVENT,2,GGOE00314,Headgear,18.46
30980,1,EVENT,2,GGOE00129,Bags,114.29
30981,1,EVENT,2,GGOE00328,Headgear,20.05
30982,1,EVENT,2,GGOE00207,Lifestyle,12.16
30982,2,EVENT,3,GGOE00207,Lifestyle,12.16
30985,1,EVENT,2,GGOE00123,Bags,89.84
30986,1,EVENT,2,GGOE00296,Headgear,18.67
30989,1,EVENT,2,GGOE00285,Headgear,28.2
30990,1,EVENT,2,GGOE00014,Apparel,36.22
30993,1,EVENT,2,GGOE00038,Apparel,51.84
30995,1,EVENT,2,GGOE00108,Bags,67.1
30996,1,EVENT,2,GGOE00344,Nest,278.08
31005,1,EVENT,2,GGOE00290,Headgear,25.4
31007,1,EVENT,2,GGOE00216,Lifestyle,18.59
31009,1,EVENT,2,GGOE00240,Electronics Accessories,22.17
31011,1,EVENT,2,GGOE00116,Bags,25.04
31012,1,EVENT,2,GGOE00203,Lifestyle,11.25
31013,1,EVENT,2,GGOE00030,Apparel,35.85
31014,1,EVENT,2,GGOE00095,Drinkware,23.78
31015,1,EVENT,2,GGOE00226,Lifestyle,75.56
31020,1,EVENT,2,GGOE00072,Drinkware,26.85
31022,1,EVENT,2,GGOE00264,Electronics Accessories,41.07
31024,1,EVENT,2,GGOE00069,Drinkware,10.38
31025,1,EVENT,2,GGOE00119,Bags,11.57
31025,2,EVENT,3,GGOE00119,Bags,11.57
31025,3,EVENT,5,GGOE00119,Bags,11.57
31025,4,EVENT,6,GGOE00119,Bags,11.57
31027,1,EVENT,2,GGOE00252,Electronics Accessories,16.85
31028,1,EVENT,2,GGOE00084,Drinkware,27.1
31031,1,EVENT,2,GGOE00279,Electronics Accessories,18.57
31032,1,EVENT,2,GGOE00209,Lifestyle,34.08
31032,2,EVENT,3,GGOE00209,Lifestyle,34.08
31032,3,EVENT,5,GGOE00209,Lifestyle,34.08
31033,1,EVENT,2,GGOE00233,Electronics Accessories,4.12
31034,1,EVENT,2,GGOE00077,Drinkware,27.6
31036,1,EVENT,2,GGOE00128,Bags,48.07
31038,1,EVENT,2,GGOE00050,Apparel,29.34
31040,1,EVENT,2,GGOE00029,Apparel,36.68
31042,1,EVENT,2,GGOE00001,Apparel,55.07
31044,1,EVENT,2,GGOE00299,Headgear,28.51
31045,1,EVENT,2,GGOE00011,Apparel,25.36
31048,1,EVENT,2,GGOE00360,Nest,178.04
31049,1,EVENT,2,GGOE00234,Electronics Accessories,30.33
31050,1,EVENT,2,GGOE00132,Bags,39.87
31053,1,EVENT,2,GGOE00158,Office,2.22
31056,1,EVENT,2,GGOE00337,Nest,127.45
31058,1,EVENT,2,GGOE00120,Bags,79.13
31059,1,EVENT,2,GGOE00197,Lifestyle,52.15
31061,1,EVENT,2,GGOE00319,Headgear,27.24
31065,1,EVENT,2,GGOE00156,Office,10.56
31066,1,EVENT,2,GGOE00338,Nest,127.06
31068,1,EVENT,2,GGOE00173,Office,2.48
31070,1,EVENT,2,GGOE00022,Apparel,41.4
31072,1,EVENT,2,GGOE00338,Nest,127.06
31074,1,EVENT,2,GGOE00354,Nest,170.06
31074,2,EVENT,3,GGOE00354,Nest,170.06
31074,3,EVENT,5,GGOE00354,Nest,170.06
31075,1,EVENT,2,GGOE00105,Bags,74.93
31081,1,EVENT,2,GGOE00306,Headgear,30.8
31082,1,EVENT,2,GGOE00213,Lifestyle,33.73
31084,1,EVENT,2,GGOE00171,Office,16.25
31085,1,EVENT,2,GGOE00238,Electronics Accessories,18.93
31088,1,EVENT,2,GGOE00233,Electronics Accessories,4.12
31090,1,EVENT,2,GGOE00095,Drinkware,23.78
31091,1,EVENT,2,GGOE00134,Bags,58.89
31093,1,EVENT,2,GGOE00238,Electronics Accessories,18.93
31097,1,EVENT,2,GGOE00074,Drinkware,8.29
31098,1,EVENT,2,GGOE00108,Bags,67.1
31099,1,EVENT,2,GGOE00094,Drinkware,13.05
31100,1,EVENT,2,GGOE00259,Electronics Accessories,35.05
31102,1,EVENT,2,GGOE00041,Apparel,54.26
31103,1,EVENT,2,GGOE00309,Headgear,22.8
31103,2,EVENT,3,GGOE00309,Headgear,22.8
31103,3,EVENT,5,GGOE00309,Headgear,22.8
31103,4,EVENT,6,GGOE00309,Headgear,22.8
31104,1,EVENT,2,GGOE00192,Lifestyle,21.61
31105,1,EVENT,2,GGOE00296,Headgear,18.67
31106,1,EVENT,2,GGOE00062,Drinkware,21.91
31106,2,EVENT,3,GGOE00062,Drinkware,21.91
31107,1,EVENT,2,GGOE00028,Apparel,42.2
31108,1,EVENT,2,GGOE00039,Apparel,19.41
31108,2,EVENT,3,GGOE00039,Apparel,19.41
